C:\Users\Liam\Desktop\customer_churn
customer_id,churn_probability,churn_prediction
8992-VONJD,0.027487959980824100,0
0867-MKZVY,0.3700732961037170,0
4482-EWFMI,0.01642912676338530,0
4648-YPBTM,0.361978721147383,0
2907-ILJBN,0.02125032618340930,0
6345-FZOQH,0.012395268948973100,0
3376-BMGFE,0.544867876803765,1
5997-OPVFA,0.052160780307553800,0
3445-HXXGF,0.6831086741650750,1
1159-WFSGR,0.6089402302962210,1
7654-YWJUF,0.08753895125808720,0
1875-QIVME,0.1668543851161530,0
6727-IOTLZ,0.04208321281018850,0
0691-JVSYA,0.45019772151320800,0
5918-VUKWP,0.31078194300675600,0
1744-JHKYS,0.3143700007659370,0
2656-FMOKZ,0.7354791512316070,1
2070-FNEXE,0.013847499012497900,0
5947-SGKCL,0.05929327577114930,0
3712-PKXZA,0.05322328728117560,0
6317-YPKDH,0.5058627323294600,1
6582-OIVSP,0.38688557670231600,0
9367-WXLCH,0.1779007517370150,0
5524-KHNJP,0.03190025995247930,0
1918-ZBFQJ,0.03605363657949080,0
1024-GUALD,0.12425524739111700,0
4827-USJHP,0.37675002475388200,0
8167-GJLRN,0.1838949258376230,0
0956-SYCWG,0.1244386769183770,0
8017-UVSZU,0.6102153092972890,1
7100-FQPRV,0.005380162613112060,0
2472-OVKUP,0.16197782136556100,0
2984-RGEYA,0.010044844418680300,0
9680-NIAUV,0.25018236951063700,0
2146-EGVDT,0.34614167883849200,0
2604-IJPDU,0.22216327938744300,0
9178-JHUVJ,0.145359492130967,0
6168-YBYNP,0.032951340867785500,0
7255-SSFBC,0.40553512620447300,0
3645-DEYGF,0.7236465982849530,1
9323-HGFWY,0.5627320390849240,1
8544-GOQSH,0.006152493898415920,0
3363-DTIVD,0.7099478204111880,1
7018-WBJNK,0.13377848082803600,0
9142-KZXOP,0.1311899154905080,0
7674-YTAFD,0.08106551464395010,0
6348-SNFUS,0.045380584448779700,0
1285-OKIPP,0.030248568317830000,0
7825-ECJRF,0.6445944656577540,1
1347-KTTTA,0.36500560645983900,0
7841-TZDMQ,0.2080323341472060,0
4195-NZGTA,0.09974299558223310,0
7157-SMCFK,0.3700382126745540,0
4709-LKHYG,0.4827360662270390,0
2504-DSHIH,0.6725315850073750,1
0699-NDKJM,0.32139386819002700,0
9286-BHDQG,0.16587508095998500,0
0230-WEQUW,0.752444419111407,1
2040-LDIWQ,0.04378879175589020,0
6496-JDSSB,0.6672347336327750,1
9408-SSNVZ,0.007058834153203180,0
4443-EMBNA,0.013523109672166100,0
6469-MRVET,0.5316529420891710,1
0742-MOABM,0.008086331267908530,0
5961-VUSRV,0.40082539679779600,0
6778-JFCMK,0.009533940497392750,0
6341-JVQGF,0.04670734860094240,0
2232-DMLXU,0.007912662130419280,0
4811-JBUVU,0.4147254549772180,0
0945-TSONX,0.3644944806739210,0
2651-ZCBXV,0.6270060810207710,1
3316-UWXUY,0.039479370265654600,0
8937-RDTHP,0.5488765905276770,1
7083-MIOPC,0.35515457744516600,0
1984-GPTEH,0.6737578020652960,1
1251-KRREG,0.4151237935991200,0
0621-JFHOL,0.06660631512038290,0
9903-LYSAB,0.42036650049671800,0
0094-OIFMO,0.1532824355325460,0
9227-UAQFT,0.06496760169199230,0
7301-ABVAD,0.27870609036669200,0
6614-FHDBO,0.038928588277078000,0
7576-ASEJU,0.4476909462012320,0
9058-HRZSV,0.3893716381639300,0
4522-AKYLR,0.3921254844398660,0
0221-WMXNQ,0.7905369907746140,1
0303-UNCIP,0.0669768424371188,0
9947-OTFQU,0.6831086741650750,1
0322-YINQP,0.7330024545211880,1
0959-WHOKV,0.19089358914954600,0
4075-JFPGR,0.40952829116245200,0
4629-NRXKX,0.06929895304183260,0
9514-JDSKI,0.06616412804456360,0
3282-ZISZV,0.037998274091652100,0
3675-YDUPJ,0.23058883321587800,0
4111-BNXIF,0.10391098402265100,0
7017-VFHAY,0.012841208028106600,0
6655-LHBYW,0.12708458215567900,0
4959-JOSRX,0.032570391051017900,0
5046-NUHWD,0.07825313103705950,0
7273-TEFQD,0.6894105056210990,1
3606-TWKGI,0.21617543060415200,0
7529-ZDFXI,0.06849649878409970,0
7605-BDWDC,0.552827740445283,1
1950-KSVVJ,0.811501148038299,1
0123-CRBRT,0.32404975543208300,0
6292-TOSSS,0.009916455513908120,0
3197-ARFOY,0.6876693021418960,1
6323-AYBRX,0.10690736882726700,0
7014-ZZXAW,0.13798182771527000,0
4385-GZQXV,0.6937023845616720,1
7633-MVPUY,0.35157618832634000,0
6366-ZGQGL,0.04094593361786170,0
4716-HHKQH,0.027678767655955000,0
5940-AHUHD,0.529057134288333,1
6432-TWQLB,0.028405220656298500,0
4484-GLZOU,0.3041450641230880,0
3179-GBRWV,0.029715968665861300,0
8645-KWHJO,0.22551600753943900,0
4130-MZLCC,0.38843239125090800,0
0314-TKOSI,0.29436554483070000,0
8229-MYEJZ,0.009241780330010080,0
2080-SRCDE,0.6571443331854910,1
9577-WJVCQ,0.01654503459491580,0
9512-UIBFX,0.017285463103917100,0
6202-DYYFX,0.6702142563798900,1
3808-HFKDE,0.5608884705001460,1
5583-SXDAG,0.33064536926974400,0
3488-PGMQJ,0.13684908636533,0
3580-REOAC,0.022599476082207500,0
7534-BFESC,0.09787547497528690,0
3727-OWVYD,0.020040187215708100,0
2294-SALNE,0.19779290934347500,0
4847-TAJYI,0.010027205255519200,0
1563-IWQEX,0.008347300838067760,0
8203-XJZRC,0.07452663509003180,0
6556-DBKZF,0.25388885943184300,0
6851-WEFYX,0.03996555830387040,0
2985-JUUBZ,0.2947492475279070,0
6390-DSAZX,0.015544916543176000,0
0895-LMRSF,0.11128329290756300,0
8098-LLAZX,0.04648004626598680,0
8266-VBFQL,0.22239102365859100,0
8181-YHCMF,0.5089730571763650,1
2240-HSJQD,0.24439311583259500,0
1248-DYXUB,0.375687807012599,0
0265-EDXBD,0.47171610293482300,0
4115-BNPJY,0.10434615707729600,0
3167-SNQPL,0.4714991957620080,0
4091-TVOCN,0.07480551927943760,0
1098-TDVUQ,0.7407729890682740,1
7277-OZCGZ,0.3639058486661510,0
1557-EMYVT,0.010810768138933400,0
2799-ARNLO,0.07659971051313160,0
7563-BIUPC,0.0493788378891749,0
5027-YOCXN,0.014229656118089200,0
3973-SKMLN,0.48076533552111700,0
2321-OMBXY,0.09374724100575230,0
2840-XANRC,0.008592209952156080,0
6745-JEFZB,0.5638465013711070,1
5020-ZSTTY,0.6203375000852470,1
9880-TDQAC,0.21210946331646000,0
8705-WZCYL,0.4763203203640360,0
7102-JJVTX,0.01197256899574860,0
8626-PTQGE,0.7048702179287600,1
4983-CLMLV,0.014719289719531900,0
5701-YVSVF,0.7069235717687230,1
5804-LEPIM,0.23824757295240100,0
5697-GOMBF,0.1973050045431410,0
2739-CACDQ,0.2066702359120150,0
9385-EHGDO,0.6042718158831380,1
9498-FIMXL,0.02602051929744130,0
2379-GYFLQ,0.009477942356577770,0
0122-OAHPZ,0.2155644952111620,0
2868-SNELZ,0.023080004777699600,0
4322-RCYMT,0.5094697027490790,1
6680-NENYN,0.12647689556093300,0
2088-IEBAU,0.2991028426056430,0
7982-VCELR,0.04100946620297300,0
1343-EHPYB,0.022242768512457700,0
6035-BXTTY,0.17023659107536800,0
6885-PKOAM,0.07370296936068270,0
7520-HQWJU,0.5011695221562720,1
9639-BUJXT,0.028524100330668300,0
5924-SNGKP,0.038366299355598000,0
0021-IKXGC,0.019144754429919400,0
2034-GDRCN,0.06288765819431390,0
8966-SNIZF,0.16955819510679400,0
6243-OZGFH,0.6038795684948930,1
4654-DLAMQ,0.01590293105580670,0
0513-RBGPE,0.12919107555079300,0
5160-UXJED,0.35823237006208600,0
4115-NZRKS,0.050350586352952400,0
0219-YTZUE,0.26633579998118000,0
0623-IIHUG,0.21863278087250600,0
4572-DVCGN,0.1377011902446840,0
3351-NGXYI,0.6624953081794480,1
8984-EYLLL,0.019491922398732000,0
9057-MSWCO,0.010753763509776300,0
9833-TGFHX,0.020666922007688700,0
9294-TDIPC,0.39684796649011700,0
5229-DTFYB,0.4715522849342050,0
0104-PPXDV,0.7400861203310600,1
5176-LMJXE,0.6794225290540420,1
3583-KRKMD,0.06064160413294280,0
1010-DIAUQ,0.26726235389120000,0
9069-LGEUL,0.0050549555069237400,0
7302-ZHMHP,0.12655650492844000,0
9571-EDEBV,0.016242376528970400,0
3520-FJGCV,0.1914233764884150,0
6563-VRERX,0.021019164772219600,0
0259-GBZSH,0.38703213866027900,0
6122-EFVKN,0.0978956347936444,0
2805-EDJPQ,0.3182330509306020,0
6862-CQUMB,0.005137118683012050,0
7156-MXBJE,0.24495093286566200,0
6158-HDPXZ,0.05834011004290780,0
9601-BRXPO,0.08277426687246860,0
2863-IMQDR,0.006754884682918230,0
5686-CMAWK,0.7465609262331,1
5651-CRHKQ,0.11080975987788200,0
6905-NIQIN,0.22299240280356300,0
8204-YJCLA,0.17871718386445900,0
5167-ZFFMM,0.05900372778985230,0
6583-SZVGP,0.579839701031089,1
4895-TMWIR,0.4458906773188800,0
0533-BNWKF,0.8125730543349700,1
1708-PBBOA,0.21863278087250600,0
8782-LKFPK,0.18667786635680200,0
5522-JBWMO,0.036954777304480300,0
3597-MVHJT,0.7215978869618310,1
9774-NRNAU,0.6226845125111490,1
0224-RLWWD,0.4293201212985970,0
9967-ATRFS,0.006152493898415920,0
3951-NJCVI,0.0737363276748459,0
2977-CEBSX,0.08066571171539960,0
0177-PXBAT,0.07032398518314500,0
6599-CEBNN,0.04368086583968910,0
2519-ERQOJ,0.12709311286521100,0
5876-QMYLD,0.10283998621792800,0
2277-AXSDC,0.27979771558384700,0
9442-JTWDL,0.020293672502326800,0
0979-PHULV,0.03428868295002150,0
3067-SVMTC,0.7157942870908950,1
5495-GPSRW,0.6850141209859870,1
7606-BPHHN,0.06418419835423190,0
4742-DRORA,0.6790209877935810,1
0111-KLBQG,0.10420435344501000,0
4800-VHZKI,0.024376502260751200,0
7989-CHGTL,0.269506033073998,0
0334-GDDSO,0.10929099984886900,0
4163-NCJAK,0.6643849599156400,1
5233-AOZUF,0.49487516927472600,0
5973-EJGDP,0.02741002140945180,0
1996-DBMUS,0.2689308960294530,0
7916-VCCPB,0.01171747074959320,0
4686-GEFRM,0.09357008682198980,0
5249-QYHEX,0.4296690749974250,0
0578-SKVMF,0.08738991563920760,0
5564-NEMQO,0.08766692111413820,0
2233-FAGXV,0.021646162599568700,0
5605-IYGFG,0.18667786635680200,0
7663-ZTEGJ,0.347347926861387,0
3935-TBRZZ,0.44810622624560200,0
8111-BKVDS,0.18162941124174400,0
2055-SIFSS,0.1289271611582120,0
2806-MLNTI,0.35915579287804500,0
8734-DKSTZ,0.17084995563403400,0
4360-PNRQB,0.03386040791356700,0
6152-ONASV,0.6531711248769320,1
9063-ZGTUY,0.6960923581773780,1
7781-HVGMK,0.1615843850133110,0
2181-UAESM,0.014006775697336600,0
2957-LOLHO,0.7575524374784860,1
6048-NJXHX,0.10786791149840200,0
2320-SLKMB,0.04700787548232350,0
4980-URKXC,0.7776753182906370,1
4376-KFVRS,0.28028508181430000,0
5886-VLQVU,0.27375349378255200,0
3577-AMVUX,0.7311502182498250,1
0771-WLCLA,0.721532021693911,1
5628-RKIFK,0.08919960180785350,0
0206-TBWLC,0.33727571329796800,0
2937-FTHUR,0.17784956171340000,0
1910-FMXJM,0.019155502792433700,0
7752-XUSCI,0.5811825935314670,1
4110-PFEUZ,0.258069323621293,0
0732-OCQOC,0.004616859646349530,0
5168-MSWXT,0.18667786635680200,0
1090-ESELR,0.535115752279678,1
8592-PLTMQ,0.03800509880253350,0
5760-WRAHC,0.7864822921393110,1
8847-GEOOQ,0.02931826076827250,0
0256-LTHVJ,0.08370338088531010,0
4785-FCIFB,0.5124444321556990,1
8313-NDOIA,0.012818102494541600,0
5149-CUZUJ,0.30967826314623700,0
0942-KOWSM,0.39466201371054400,0
4237-CLSMM,0.04956484201536970,0
1452-VOQCH,0.6828282151603650,1
4719-UMSIY,0.22734960776281200,0
6614-VBEGU,0.1398587896896780,0
0880-TKATG,0.008826322747788370,0
3811-VBYBZ,0.4321347000018570,0
1480-BKXGA,0.02197642135130140,0
2996-XAUVF,0.38122270597779100,0
9076-AXYIK,0.08699709415874830,0
5968-XQIVE,0.09762819471505600,0
8896-RAZCR,0.007626055613443990,0
4640-UHDOS,0.4919201460903830,0
4933-IKULF,0.576655567860635,1
3583-EKAPL,0.0351365693027864,0
1304-BCCFO,0.2148589014889550,0
4104-PVRPS,0.020043989523327600,0
9399-APLBT,0.03250042917409380,0
2359-KMGLI,0.010107046556802200,0
3780-DDGSE,0.39785873372132900,0
4431-EDMIQ,0.7320772496671820,1
0306-JAELE,0.012109526029620200,0
6227-HWPWX,0.5548090356463120,1
0486-LGCCH,0.46229807351901400,0
0447-BEMNG,0.7264339739277770,1
4612-SSVHJ,0.09226118542465810,0
5168-MQQCA,0.12802439720953900,0
5949-XIKAE,0.10802253780898800,0
7971-HLVXI,0.5634454533845720,1
9094-AZPHK,0.11409795642569400,0
3649-JPUGY,0.3318090870173450,0
4472-LVYGI,0.009986552694464900,0
8372-JUXUI,0.23551280754779100,0
3552-CTCYF,0.33414288804635500,0
6778-YSNIH,0.19416269713830500,0
0388-EOPEX,0.06201736281707050,0
5756-OZRIO,0.18196645335141300,0
6579-JPICP,0.008815188130132230,0
8205-OTCHB,0.7265330416482410,1
4134-BSXLX,0.03207850646737860,0
0505-SPOOW,0.04147714046731820,0
6235-VDHOM,0.10282085105603600,0
7783-YKGDV,0.7460750189992670,1
4374-YMUSQ,0.3403079232186540,0
4513-CXYIX,0.5314594840029690,1
3957-HHLMR,0.0159794518979609,0
7803-XOCCZ,0.3183572145805090,0
5736-YEJAX,0.07086737869158760,0
5609-CEBID,0.5700734001446670,1
8981-FJGLA,0.07716394959037840,0
7218-HKQFK,0.35335749098141300,0
4636-QRJKY,0.14932357182231800,0
1135-LMECX,0.013781168792713200,0
4332-MUOEZ,0.08520886815098740,0
8535-SFUTN,0.4979815599294780,0
5956-VKDTT,0.010793440682591700,0
8677-HDZEE,0.5290105787469580,1
2475-MROZF,0.1535228400126910,0
9412-GHEEC,0.05311210157830240,0
3482-ABPKK,0.012515160599445800,0
6705-LXORM,0.09380979432286350,0
0257-ZESQC,0.03858530997130250,0
7531-GQHME,0.07097343242339500,0
5174-ITUMV,0.7606029727360310,1
4109-CYRBD,0.1805980506458130,0
0913-XWSCN,0.03310263187166130,0
6825-UYPFK,0.024971838507784900,0
8397-MVTAZ,0.191347110139377,0
0750-EBAIU,0.4646511857610630,0
8606-CIQUL,0.320544637011198,0
3571-DPYUH,0.026187676296923200,0
7601-GNDYK,0.08235492089337490,0
0356-OBMAC,0.10934413482703200,0
8067-NIOYM,0.04550126801768600,0
1403-GYAFU,0.691902721823156,1
4234-XTNEA,0.04787395127964150,0
1297-VQDRP,0.009500587998455190,0
9282-IZGQK,0.07910480777299360,0
5348-CAGXB,0.17929466620696900,0
0621-HJWXJ,0.3604580565521700,0
5844-QVTAT,0.06792485217925760,0
8905-IAZPF,0.2581962454842070,0
5394-MEITZ,0.2061835177944100,0
6859-QNXIQ,0.5388366207287190,1
2782-LFZVW,0.07416437287618110,0
2866-IKBTM,0.2100147759255690,0
1342-JPNKI,0.15221297297030300,0
2817-NTQDO,0.09606040122572870,0
7129-AZJDE,0.0265924212953124,0
6986-IJDHX,0.1914233764884150,0
2560-PPCHE,0.38721575398199600,0
4676-MQUEA,0.008907700394079940,0
8138-EALND,0.6429190942696630,1
3580-HYCSP,0.007696270967740860,0
1352-HNSAW,0.5849970182503250,1
2075-PUEPR,0.60186023570173,1
1982-FEBTD,0.43614281892498200,0
5301-GAUUY,0.8719984364251890,1
5791-KAJFD,0.4907296298735140,0
2654-VBVPB,0.437468732495925,0
1154-HYWWO,0.07443282414990270,0
2501-XWWTZ,0.05353049017324880,0
3716-UVSPD,0.7970475668221050,1
6815-ABQFQ,0.011455239601253700,0
7343-EOBEU,0.025704453863456000,0
3701-SFMUH,0.4513622470978430,0
6103-LIANB,0.013873161566380100,0
7319-VENRZ,0.545074560606331,1
5846-NEQVZ,0.036079132148038900,0
6967-QIQRV,0.15036276931129600,0
5781-RFZRP,0.0060894355389751200,0
0939-YAPAF,0.29755361064277600,0
0308-IVGOK,0.057006570468208,0
7293-LSCDV,0.6858336174986260,1
7025-WCBNE,0.6302981451632560,1
5756-JYOJT,0.0923493473777553,0
4710-FDUIZ,0.03843991146867690,0
6030-REHUX,0.08274992561541650,0
9548-LIGTA,0.14695362652587400,0
5150-LJNSR,0.21396665578952200,0
8270-RKSAP,0.6681388799914390,1
6522-YRBXD,0.013847499012497900,0
2640-LYMOV,0.16562438283818700,0
1218-VKFPE,0.06910680787111590,0
3627-FHKBK,0.6727732090465570,1
2865-TCHJW,0.16560654782429200,0
1423-BMPBQ,0.7722099388235360,1
2393-DIVAI,0.06328620899603330,0
5192-EBGOV,0.09974819412384460,0
4568-KNYWR,0.013321484304958600,0
8752-IMQOS,0.794870137442228,1
0742-LAFQK,0.33006256618646200,0
0795-LAFGP,0.673336987142752,1
0619-OLYUR,0.22557626909402800,0
5512-IDZEI,0.018359312422143200,0
0459-SPZHJ,0.034577318911009500,0
0215-BQKGS,0.3071317653584870,0
9244-ZVAPM,0.2877506894537400,0
0719-SYFRB,0.010158368262536800,0
8208-EUMTE,0.7229316902865580,1
5172-MIGPM,0.2155644952111620,0
1710-RCXUS,0.013094190671023100,0
0374-FIUCA,0.11822579207644700,0
5839-SUYVZ,0.4389569513796210,0
5173-ZXXXL,0.5264278479096790,1
1096-ADRUX,0.8396837862320860,1
2001-MCUUW,0.08648253503596110,0
2731-GJRDG,0.021805491986403800,0
4723-BEGSG,0.177348019667391,0
6516-NKQBO,0.33703914467218300,0
8672-OAUPW,0.41312945681262200,0
8207-DMRVL,0.0412694833325978,0
3419-SNJJD,0.4591688210769030,0
6543-CPZMK,0.08060194087075090,0
4765-OXPPD,0.3207892105131790,0
2804-ETQDK,0.5222688576006390,1
6689-VRRTK,0.050151344816935400,0
7138-GIRSH,0.21149992711596400,0
9396-ZSFLL,0.6376772104226050,1
6464-KEXXH,0.013986527948302300,0
7134-MJPDY,0.11973326048919500,0
5240-CAOYT,0.01814327179469290,0
4059-IIEBK,0.0166863046885452,0
4881-JVQOD,0.05403165681427240,0
0516-UXRMT,0.1280324096379850,0
4851-BQDNX,0.033477558931611000,0
5148-HKFIR,0.37383603613909500,0
1009-IRMNA,0.5806609153520850,1
3003-CMDUU,0.07659684457959820,0
5016-IBERQ,0.08112340493202530,0
6797-UCJHZ,0.031014875171886700,0
2469-DTSGX,0.09972679255459630,0
4554-YGZIH,0.753453314644837,1
5099-BAILX,0.03217935266289970,0
9931-KGHOA,0.012465935817597500,0
1775-KWJKQ,0.031128011245734600,0
7665-VIGUD,0.21031255590775400,0
9411-TPQQV,0.18040971509408600,0
7207-RMRDB,0.046375217882043800,0
7954-MLBUN,0.11982544485167800,0
2077-DDHJK,0.008114893170605590,0
4913-EHYUI,0.6429190942696630,1
0195-IESCP,0.2046944867110210,0
9574-BOSMD,0.026559351826522000,0
4580-TMHJU,0.6284777350648450,1
0970-ETWGE,0.022273912387816100,0
4908-XAXAY,0.0302213453401722,0
8404-VLQFB,0.24708576830274000,0
1626-ERCMM,0.2000920892787920,0
0887-HJGAR,0.0350973587783943,0
2391-IPLOP,0.017900401308139900,0
5644-PDMZC,0.08416862344961990,0
3509-GWQGF,0.6179187356947360,1
9576-ANLXO,0.4317086147488650,0
2024-BASKD,0.06868300482635410,0
5845-BZZIB,0.8648380634779640,1
1140-UKVZG,0.12381621981998500,0
4160-AMJTL,0.6932920318574550,1
5183-SNMJQ,0.7002225806026910,1
8100-PNJMH,0.6740141903700210,1
7838-LAZFO,0.4726018800333110,0
4464-JCOLN,0.17702542065636400,0
2085-JVGAD,0.17929466620696900,0
5650-VDUDS,0.010847961032159700,0
8095-WANWK,0.010999307817922800,0
3030-ZKIWL,0.012191944367109000,0
9565-FLVCG,0.5000441334310140,1
8755-OGKNA,0.014925076350863900,0
2800-VEQXM,0.019630310605223800,0
7538-GWHML,0.4338451253609080,0
5533-RJFTJ,0.5568196973404110,1
3859-CVCET,0.43600455019170800,0
0214-JHPFW,0.07262203282455250,0
5642-MHDQT,0.14442241621454900,0
3088-FVYWK,0.011292086802905000,0
3276-HDUEG,0.1416617621406680,0
9092-GDZKO,0.022727372526844700,0
0823-HSCDJ,0.020780373244444200,0
3729-OWRVL,0.6292810028015090,1
2324-AALNO,0.42298603981336100,0
0822-GAVAP,0.3645178428973790,0
5760-IFJOZ,0.3144526245755500,0
2826-UWHIS,0.20013320720509500,0
1448-PWKYE,0.1445244797695280,0
7501-IWUNG,0.1536088673165980,0
4957-TREIR,0.04461504679896440,0
7251-LJBQN,0.20453701228611800,0
8040-MNRTF,0.08214385627912930,0
1536-HBSWP,0.017234553229179000,0
5313-FPXWG,0.020001581769258900,0
0067-DKWBL,0.048568009383537400,0
0946-FKYTX,0.06016118152799910,0
5076-YVXCM,0.016062109761364800,0
8262-COGGB,0.10097559518247600,0
6663-JOCQO,0.034959727606546100,0
9620-QJREV,0.7325531389248090,1
2276-YDAVZ,0.024620670713613800,0
2682-KEVRP,0.033678033024795400,0
